psd_sum,mnf,sm1,sm2,sm3,psr,spectral_entropy,ttp,class,channel
6630.688755964769,117.94561506730594,117.94561506730594,3173.976209505235,481522.09347780043,0.07425299312262183,3.6794177451260204,6630.68875596477,0,1
6857.540734987044,114.8449103975917,114.8449103975917,2980.946419256831,464020.9624572628,0.0778948260657333,3.6108232117618813,6857.540734987042,0,1
6986.171277788082,113.33396780948387,113.33396780948387,3082.0113613230596,489095.8875236432,0.08387842345243916,3.628109070623208,6986.171277788082,0,1
6038.578124046569,110.31547437898129,110.31547437898129,3257.740762208523,522440.1806793178,0.08205655238195349,3.6709098993600366,6038.578124046569,0,1
5027.423087317596,108.13865126582957,108.13865126582957,3519.7656568203433,611043.4128503908,0.08394241078801458,3.636344230408409,5027.423087317596,0,1
3730.97332770834,109.81663824933749,109.81663824933749,4079.7706976612517,736397.937235371,0.08551350557998534,3.6980493956319553,3730.9733277083396,0,1
4703.827906430411,115.24405758797792,115.24405758797792,4074.237696347366,692896.3707285685,0.08596785399394592,3.705957737319238,4703.8279064304115,0,1
4043.8261292110287,116.9624404894836,116.9624404894836,4346.833317245271,728127.2563122663,0.08347849910599642,3.780261059475882,4043.8261292110287,0,1
4070.484873542543,115.06527003958857,115.06527003958857,4031.5338150010707,650739.6696877063,0.0775323796088998,3.7721887736104502,4070.484873542543,0,1
2763.9873535354313,120.11664833161925,120.11664833161925,4673.129799778876,767178.881834457,0.08521441940467586,3.8047616438045275,2763.987353535432,0,1
2698.712916493151,119.04138276846615,119.04138276846615,4789.222304396182,771719.7330642954,0.09003473858876977,3.7906056775389496,2698.7129164931507,0,1
2425.606463513407,118.11084047667161,118.11084047667161,5139.787663919069,840361.6815478262,0.08280825575938125,3.7969594153612354,2425.606463513407,0,1
2149.1664307370584,122.66926162225859,122.66926162225859,5902.135524239606,974411.5140741052,0.08540074853779617,3.9071848414723283,2149.1664307370584,0,1
488.47281633718035,144.9298827311814,144.9298827311814,11350.346688772883,1592527.4780634902,0.03487502338127067,4.355149193397001,488.4728163371804,0,1
261.6382575819687,154.6808588336609,154.6808588336609,15417.0764645608,1969299.276143778,0.06269266321830941,4.398196549337187,261.63825758196873,0,1
155.00026692984005,163.24710680210154,163.24710680210154,22274.392855698574,2381891.08570597,0.09550418277720671,4.372416740897507,155.00026692984005,0,1
2329.2607847958993,77.80429683470304,77.80429683470304,6603.023457368304,1324142.5809960586,0.16202934289906476,3.423088434031647,2329.2607847959,0,1
4317.647889688412,120.18378612751259,120.18378612751259,4034.302233367101,685197.5212778347,0.07484258305742937,3.7334367793955385,4317.647889688412,0,2
4580.727815427207,115.55841606314085,115.55841606314085,3635.3728284058334,629974.7256539098,0.07303671720460114,3.6458284600626403,4580.727815427207,0,2
4702.940006329869,113.08980586689607,113.08980586689607,3493.5151372565506,589898.3543631361,0.0720481573882396,3.6626911138576865,4702.940006329869,0,2
4091.4763795317695,110.64375012358,110.64375012358,3742.1409865056166,631042.1514041149,0.076630783365871,3.718650792035377,4091.47637953177,0,2
3232.479818225317,110.70777043598068,110.70777043598068,4499.186693102473,810183.6788856342,0.07614843919389007,3.7408116423778863,3232.479818225317,0,2
2312.2146961228327,114.00979758461243,114.00979758461243,5356.210020322353,980475.6015884395,0.07573001774233576,3.8095044649737053,2312.2146961228327,0,2
3006.4810139101114,114.19659750225087,114.19659750225087,4483.27065912858,812981.6045031742,0.0908066755424009,3.686461687849022,3006.481013910112,0,2
2583.378491906719,114.27684271644095,114.27684271644095,4700.998709355659,858541.4968599834,0.08042400060708198,3.7277776643414398,2583.378491906719,0,2
2844.2178050208786,113.56445778742281,113.56445778742281,4469.240288978027,780814.2426774645,0.07792809403846142,3.756102862898725,2844.217805020878,0,2
2018.2263328020151,117.37251288573601,117.37251288573601,5308.834270881605,942034.505331737,0.07901927611791171,3.806001849638026,2018.2263328020151,0,2
2614.2366048455033,114.43862897293317,114.43862897293317,4689.18164134292,820352.8963899536,0.09934264888545974,3.7096728542051975,2614.2366048455033,0,2
2467.4384797836633,111.88923499384678,111.88923499384678,4504.168243719629,782629.0191957229,0.09760523001474325,3.666309951527344,2467.4384797836638,0,2
2185.2724422153356,115.77446662577063,115.77446662577063,5048.012045825832,864639.784480714,0.09292673099947336,3.779523227117741,2185.272442215336,0,2
533.1763817066524,137.20999574105755,137.20999574105755,10209.367098529043,1557638.4867958187,0.04768534405241672,4.226031226088315,533.1763817066523,0,2
272.49135421387854,145.91722985806214,145.91722985806214,13990.856708091342,1986009.3219726516,0.06563313638879341,4.327126448983421,272.49135421387854,0,2
161.16964879410824,153.58267543334264,153.58267543334264,19438.59743504757,2407540.7907304666,0.09333935407845968,4.340231395086372,161.16964879410824,0,2
161.0113002930062,160.05756500248336,160.05756500248336,22212.266751710828,2560735.707160131,0.09182920287920461,4.381414138804914,161.01130029300623,0,2
2777.574863003426,140.67204667418633,140.67204667418633,6811.318002368216,1099654.2159662857,0.05953971543555188,4.046674117980059,2777.574863003426,0,3
3439.489714315041,131.45353264171442,131.45353264171442,5573.483891536609,934074.8335254379,0.06536251784637823,3.9217757514545437,3439.489714315041,0,3
3954.8862184339805,123.38871665810912,123.38871665810912,4842.125909315346,824589.6510492564,0.06859854237080724,3.8566798041772237,3954.8862184339805,0,3
3404.203703878719,118.53601486496696,118.53601486496696,4947.85019311285,864503.8675288449,0.06127627838315854,3.8547773477069733,3404.203703878719,0,3
2669.074248183586,125.19782995162774,125.19782995162774,6796.825384960423,1236028.5566570144,0.06507691898346307,3.978063231120827,2669.0742481835864,0,3
2131.9895175063575,133.0311383596975,133.0311383596975,7730.37410872373,1345756.6976167085,0.06229594823942616,4.026975908386291,2131.989517506357,0,3
2926.0117462138073,124.37143535552379,124.37143535552379,5618.20428087588,991948.6693675795,0.0789049746509243,3.8776172165842633,2926.011746213808,0,3
1974.4571203399942,123.01382146231887,123.01382146231887,5704.92841791895,1027289.6217090214,0.06964870618182066,3.891841258932044,1974.4571203399946,0,3
1860.6688385310001,121.3821118892534,121.3821118892534,5332.95546751978,962456.7982658624,0.07211499688064946,3.849546324036099,1860.6688385310003,0,3
1015.7503194949439,126.2051269432149,126.2051269432149,7959.475698602081,1524999.6776730209,0.1111568003683371,3.9194420799983476,1015.750319494944,0,3
867.327275917485,126.34800196842201,126.34800196842201,8498.471558629059,1577227.0563461292,0.1002264075083231,3.970691136998313,867.3272759174852,0,3
780.3753913849804,122.28051231322777,122.28051231322777,8304.229957417983,1517620.329736445,0.09140105283067888,3.9416676195017786,780.3753913849805,0,3
786.3242358607047,128.1692092160802,128.1692092160802,9218.774674052605,1608006.1781804704,0.08016630019758353,4.046986705189956,786.3242358607047,0,3
315.41723950548806,164.62294368373512,164.62294368373512,17127.67214496229,1869303.3639200698,0.04427532454611041,4.522928813905803,315.41723950548806,0,3
426.0951312956442,168.95085407326192,168.95085407326192,14647.115586094142,1686632.9101169312,0.040781508884150296,4.4888043449303145,426.0951312956443,0,3
389.66078900193304,171.9204474222368,171.9204474222368,15227.150523699846,1704911.3293320388,0.038577948211744734,4.497285780435346,389.6607890019329,0,3
289.86776074087976,172.24758871178983,172.24758871178983,18837.759190200824,2035072.5679533312,0.0517265385865978,4.536913012050096,289.8677607408798,0,3
1232.2348927865314,234.97255264049528,234.97255264049528,16716.001382527116,591056.3603514794,0.02206558820232298,4.724798622778849,1232.2348927865314,0,4
1236.6326925690817,221.19195066017704,221.19195066017704,16482.86268211098,917788.7699568921,0.026803780723504034,4.696623549065239,1236.6326925690817,0,4
1189.6023779241395,209.7732709980973,209.7732709980973,16120.124607426866,1134702.1541492855,0.031665152676093926,4.672470829872847,1189.6023779241395,0,4
1058.240642292125,212.68274319408195,212.68274319408195,16807.991461447,993985.6445528107,0.025250157745991483,4.709405294523935,1058.240642292125,0,4
1238.1604813887297,234.51656670963337,234.51656670963337,17563.27970120638,547915.1566552338,0.01733608883837927,4.743167392280151,1238.16048138873,0,4
1171.6774335634047,232.8045751042422,232.8045751042422,17749.245458715093,580095.3844513458,0.01980400401930226,4.733103885168099,1171.677433563405,0,4
1044.7349315191484,205.62302717681817,205.62302717681817,17092.30475630545,1283975.9735220755,0.028351724625617202,4.657469175917075,1044.7349315191486,0,4
740.0099196217325,176.4068085924865,176.4068085924865,13820.387353123997,1474251.4030166834,0.0403151004649618,4.533087816158438,740.0099196217327,0,4
791.0485674088445,206.15120950637333,206.15120950637333,17061.115346389444,1230324.3736445,0.027966696909603024,4.666806924985446,791.0485674088444,0,4
601.5971702449261,224.72858524287432,224.72858524287432,19528.43821615778,764982.8882045861,0.0261915979360389,4.7317464941006415,601.5971702449261,0,4
475.53039361236176,222.63726214914965,222.63726214914965,20740.716886642447,775838.6789443205,0.03232595132091694,4.6968198551867,475.53039361236176,0,4
248.2544370536212,165.92039803769012,165.92039803769012,19728.39983439654,2248171.89169951,0.06309065121736544,4.455932282800574,248.25443705362113,0,4
252.01581266517232,176.7274055262858,176.7274055262858,21294.49086391971,2071417.1571341385,0.06407758164463903,4.490222531159872,252.0158126651723,0,4
190.4838352238216,190.33691809623548,190.33691809623548,24752.779311066777,1591590.200569232,0.07363794389344468,4.510170648362044,190.4838352238216,0,4
218.27721878954557,168.77814796823807,168.77814796823807,19435.385261804608,2083644.3903040988,0.07694056949493713,4.481634463084936,218.2772187895456,0,4
203.2502228495435,167.526320075127,167.526320075127,19719.336947139138,2138929.896302078,0.0751624998556844,4.468601786961112,203.25022284954346,0,4
193.27987534076124,169.9553336621744,169.9553336621744,22024.617905271007,2212502.6360821016,0.0799791541438708,4.474457675491048,193.27987534076124,0,4
683.8608122157281,211.2784020720451,211.2784020720451,15387.790152778452,798820.1390698857,0.02254930340527396,4.681443037929267,683.860812215728,0,5
680.5243083189,202.5402572078316,202.5402572078316,14930.716485069159,952811.134866925,0.023526978358784166,4.657018753964178,680.5243083189,0,5
662.1871296323378,196.8512098853958,196.8512098853958,14489.159315423592,1000004.8645006391,0.024212847888658788,4.636127040149414,662.1871296323378,0,5
670.0068797217382,198.90795167552315,198.90795167552315,14641.07619261759,938282.9875710747,0.023780642221368057,4.648681673678858,670.0068797217382,0,5
734.8919365083873,204.71438844106495,204.71438844106495,15052.649216716343,860218.9310505141,0.021168109400473298,4.661404552174001,734.8919365083873,0,5
728.4785015370031,203.2404383606903,203.2404383606903,14679.938490341952,872365.2224927351,0.024894174795069605,4.647220496933074,728.4785015370032,0,5
753.988873682571,196.31550416252654,196.31550416252654,13767.622024571183,950835.0211571932,0.033384419979292076,4.610146981197284,753.988873682571,0,5
841.3429450915615,192.13199081209956,192.13199081209956,12942.884704770471,952630.906351492,0.038358350566278114,4.571165498758334,841.3429450915615,0,5
844.3112764108741,193.3560737178415,193.3560737178415,12931.00051755943,935532.6416367673,0.027398595688477186,4.586753268165757,844.3112764108741,0,5
583.8227394237491,193.57607700251543,193.57607700251543,14613.770500224591,1018012.3576519891,0.027416023647471036,4.617680269786587,583.8227394237492,0,5
402.12774306677557,193.14555588481628,193.14555588481628,16786.20240028442,1149836.2821349052,0.039700445938803675,4.623046838718592,402.1277430667755,0,5
276.21979002335354,175.99908698848898,175.99908698848898,18178.626089082336,1625688.951001511,0.05513988972926712,4.5363373953445,276.21979002335354,0,5
280.64716461537625,181.24047562224447,181.24047562224447,19661.669744224346,1682065.6237896674,0.057275647629621715,4.550686033019037,280.64716461537625,0,5
200.8433425405074,186.8459294913494,186.8459294913494,23530.139836469694,1597681.6323844653,0.0694368021414593,4.527109389269976,200.84334254050736,0,5
155.51463318619324,169.04563443844415,169.04563443844415,23853.398847337754,2422296.381759694,0.10679151714354314,4.387699273319526,155.51463318619324,0,5
133.05962912418718,164.53607092423138,164.53607092423138,24975.10738632286,2676994.96077569,0.11496970929539295,4.294270684356851,133.05962912418718,0,5
159.21540760937364,169.89923927020413,169.89923927020413,25278.18376649601,2483959.4834252023,0.0966758908781121,4.374350971239009,159.2154076093736,0,5
285.2557474122905,177.38164400018343,177.38164400018343,17299.32195942794,1555482.6255258746,0.05421550840899245,4.564694248799749,285.25574741229053,0,6
271.01923247982035,174.05623837161744,174.05623837161744,17236.158224528284,1612445.6442978338,0.05596692765833182,4.552672826897688,271.01923247982035,0,6
267.10168271598553,173.87309604106474,173.87309604106474,17395.778849017435,1609966.9991503512,0.05728103107971193,4.557016423396902,267.10168271598553,0,6
264.47025740927484,173.71682198034333,173.71682198034333,18074.505485903945,1726462.891815571,0.058352931315758395,4.553916915609466,264.47025740927484,0,6
275.8353985334119,181.10539847161223,181.10539847161223,18664.177550315908,1554384.7275362874,0.05662765622591629,4.579378542222161,275.8353985334119,0,6
345.55753416977154,180.95209113605856,180.95209113605856,16317.121749609329,1369382.4770634125,0.04587655907202134,4.583367752156887,345.55753416977154,0,6
378.6811949631555,174.6223597452156,174.6223597452156,14979.84926637572,1477402.1320468134,0.03892143634424568,4.546373499872798,378.6811949631555,0,6
401.0811252623039,173.73651616742558,173.73651616742558,14780.986822064411,1455776.6533608676,0.03816032331427693,4.542974290030576,401.08112526230394,0,6
352.088813013047,166.92986513085273,166.92986513085273,14865.220758134383,1608173.748305409,0.04261390618024066,4.508767346739793,352.088813013047,0,6
326.8079912632975,164.83688155681833,164.83688155681833,16808.697933175154,1937583.6265609174,0.04827513488275699,4.529833222080288,326.8079912632974,0,6
262.86317551813016,160.14995128230905,160.14995128230905,18056.520108178593,2197484.756978189,0.061175857980993564,4.479314112299348,262.8631755181302,0,6
210.10047303838923,162.03229171280674,162.03229171280674,19891.73588431834,2291563.9639260774,0.07084615359902727,4.456560622774948,210.1004730383892,0,6
214.9453718867312,170.7386341340397,170.7386341340397,22031.168511345695,2307704.487704415,0.07307053981338728,4.459759189737018,214.94537188673127,0,6
175.54851147621758,180.3324747528134,180.3324747528134,24852.796111747833,2065154.8110417002,0.07955060672171733,4.458641431906195,175.54851147621758,0,6
143.85232588354265,165.02704630229002,165.02704630229002,24084.495337094453,2576360.982123573,0.1128966308404524,4.334559308806943,143.85232588354265,0,6
129.6392557869769,160.07706285262455,160.07706285262455,23940.87882650605,2673780.8021222088,0.11565843712021896,4.269559704721349,129.6392557869769,0,6
834.9952879291005,117.55901600537214,117.55901600537214,8798.772462202856,1490314.2384254257,0.06404338307919917,3.9916638592717835,834.9952879291004,0,6
285.26483473949327,165.91243567250316,165.91243567250316,16183.483940759976,1858084.0175557572,0.054247425713015635,4.470069266787119,285.26483473949327,0,7
261.8897250803614,162.97190427693093,162.97190427693093,16941.824125678115,2000985.0322306284,0.05784404216770583,4.453103714802198,261.8897250803614,0,7
258.2203366784309,164.00536183436955,164.00536183436955,17751.55695755961,2115153.6950549805,0.05902773446001381,4.463288463166645,258.22033667843084,0,7
